Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
PS(18:1/18:2),0.003890668,0.007466081,0.004927163,0.038472558,0.005821229,0.009977873,0.00217329,0.001959597,0.001947451,0.002915003,0.010052139,0.003425816,0.039842638,0.002377194,0.003083791,0.013210642,0.01140357,0.001898087,0.051437448,0.005383801
"PS(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",0.001734611,0.005468175,0.003528104,0.054110815,0.007130421,0.028789455,0.002339389,0.000973812,0.00022063,0.005068101,0.008529402,0.001524855,0.045560897,0.005199344,0.002034252,0.02878578,0.006958129,0.002873126,0.010478966,0.002288721
"PS(20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z))",0.007204134,0.004448779,0.004862783,0.005858459,0.013629419,0.007071347,0.003503271,0.010164721,0.008340255,0.007818559,0.004209261,0.008763259,0.00417548,0.003103276,0.002584841,0.002867865,0.005879757,0.009758386,0.009316098,0.001960726
"PS(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z))",0.0,0.001310772,0.001219816,0.000554758,0.075349203,0.002667428,0.00666635,0.0,0.002494865,0.014235344,0.023604669,0.0,0.010321689,0.01616171,0.050782593,0.021414594,0.01032948,0.011347132,0.005902097,0.011480677
"PS(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))",0.001280521,9.3756e-05,0.00307033,0.000450712,0.0,0.001069734,0.001079692,0.000447357,0.001051599,0.002282618,0.010254707,0.003104067,0.002009778,0.004900309,0.004605952,0.003190555,0.003423854,0.000977298,0.001709283,0.01676946
"PS(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/15:0)",0.002546486,0.000196108,0.000217929,0.000548549,0.000191165,0.00160993,0.000131594,0.0,0.000831274,0.00226796,0.02708831,0.009871562,6.0606e-05,0.003946174,0.017178312,0.00090249,0.002081754,0.005882562,0.001052202,0.003029772
"PS(22:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))",0.007331444,0.000131682,0.00485531,0.002164988,0.006456881,0.002286872,0.001616826,0.003195666,0.005449194,0.006049039,0.009122971,0.015844315,0.001600916,0.004574372,0.004286018,0.001766413,0.006394535,0.007089005,0.010030296,0.002211365
PS(22:0/PGE1),0.01192206,0.013317857,0.009713898,0.00982214,0.020109907,0.010582836,0.004900823,0.024285418,0.020103824,0.01298363,0.006225209,0.01379874,0.007116512,0.005469866,0.004570672,0.004590527,0.012703728,0.015700718,0.013570008,0.003088066
PS(22:0/PGJ2),0.008592339,0.00014503,0.031494218,0.003447036,0.03089326,0.000862811,0.002042418,0.003069677,0.009739844,0.004979337,0.000952065,0.001522606,0.001970475,0.000959538,0.001001919,0.001886954,0.000219869,0.00106549,0.000932571,0.000636485
"PS(22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))",0.001399098,0.002085592,0.001953273,0.002061079,0.002149158,0.002254009,0.001200189,0.0,0.003103282,0.0,0.000790224,0.002357226,0.001378906,0.001218126,0.000692672,0.001142064,0.002906464,0.002128678,0.002117506,0.000228017
"PS(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))",0.005171937,0.028462865,0.006924785,0.151993807,0.022166062,0.496621856,0.005430174,0.008394914,0.003916315,0.00368179,0.021604832,0.00564649,0.156340831,0.001225666,0.009248459,0.061640113,0.019864458,0.003140296,0.023101279,0.005435264
"PS(22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",0.0,0.0,0.007997983,0.0,0.0,0.000115235,0.000989319,0.000733167,0.0,0.005941779,0.017068113,0.0,0.001504387,0.023109203,0.029037084,0.010915966,0.006416024,0.001757136,0.00445613,0.021583277
"PS(22:6(5Z,8E,10Z,13Z,15E,19Z)-2OH(7S, 17S)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.000188599,0.000370323,0.000400131,0.000384369,7.08357e-05,0.00030773,1.98574e-05,5.71485e-05,0.001142991,0.001735468,0.004444939,0.011433411,3.01119e-05,0.002909247,0.002328743,0.000335146,0.004402347,0.000745369,0.00014958,0.013088949
PS(PGD1/18:0),0.001259961,0.000476611,0.003017319,0.0,0.0,0.000879269,0.000994622,0.000164561,0.001409837,0.001916022,0.008711375,0.00166411,0.000989482,0.004956362,0.006363624,0.002767565,0.002880596,0.000908775,0.001713083,0.006733053
"PS(PGF1alpha/20:3(5Z,8Z,11Z))",0.0,0.0,0.002870249,0.000600333,0.0,0.000577531,0.000859203,0.000894385,0.001379487,0.00217474,0.035812901,0.003553388,0.000396774,0.011931615,0.015748469,0.001635862,0.002283433,0.001282954,0.002214058,0.023621609
PS(PGJ2/14:1(9Z)),0.001682848,0.000996481,0.004759186,0.001167371,0.002005535,0.001247326,0.002051292,0.001160952,0.004693923,0.009564991,0.009700708,0.033107634,0.002107851,0.011154306,0.016180488,0.00971148,0.010216696,0.004068402,0.001962721,0.030592895
Palmitoyl Ethanolamide,0.005795113,0.002145057,0.023297005,0.000926192,0.000462957,0.001423361,0.016362756,0.001196243,0.005055475,0.016327991,0.007142873,0.006233958,0.002676665,0.023637138,0.020876138,0.015277244,0.02232159,0.003505861,0.004356526,0.015567256
Pelargonidin 3-O-[b-D-Glucopyranosyl-(1->2)-[4-hydroxy-3-methoxy-(E)-cinnamoyl-(->6)]-b-D-glucopyranoside] 5-O-b-D-glucopyranoside,0.005599079,0.001654962,0.004934487,0.001737991,0.00032176,0.003381603,0.002210998,0.0,0.006623717,0.062637446,0.045372639,0.173253854,0.001791181,0.006823647,0.004555208,0.013385274,0.010867629,0.062202518,0.013842036,0.077694065
Pentacosanoylglycine,0.006116048,0.003555675,0.003646134,0.002032475,0.003223972,0.003009917,0.001240308,0.005588446,0.007455376,0.004706899,0.003155233,0.004709376,0.003123639,0.002360199,0.001944277,0.002333554,0.003727102,0.006928204,0.003507406,0.001447669
Petanin,0.00173804,0.001199346,0.003269283,0.000509534,0.000207289,0.00076138,0.001099431,0.000221982,0.002655152,0.033523565,0.041447997,0.148926616,0.00087109,0.067110768,0.003237478,0.002291285,0.004920813,0.040303572,0.007023823,0.113514591
Phe-Phe,0.006343101,0.009747664,0.005416637,0.001893044,0.002980991,0.007887366,0.003247209,0.000196509,0.013501923,0.016670908,0.006195118,0.041929233,0.002170871,0.002547755,0.007974788,0.008755583,0.013668222,0.044194588,0.002369162,0.020675167
Phe-Tyr,0.002412108,0.01716357,0.006885697,0.000426816,0.00046446,0.000446153,0.004004208,0.000830147,0.00119928,0.022922462,0.007911067,0.049172528,0.000512929,0.001772835,0.005473285,0.011990087,0.009832503,0.026447065,0.008773748,0.018328494
Phenyl sulfate,0.018023501,0.042998854,0.002888366,0.002934859,0.010761011,0.001146887,0.001225511,0.001791267,0.120051716,0.006558533,0.01751752,0.025107073,0.000522372,0.002363145,0.002902642,0.001765689,0.001029806,0.010944332,0.001697005,0.003474246
Phenylalanylthreonine,0.003748435,0.005578334,0.00109249,0.00494489,0.000929442,0.001767116,0.000902948,0.0,0.007420048,0.017156126,0.01090226,0.040375861,0.004992537,0.001413802,0.00632205,0.012806717,0.002155075,0.013335991,0.020620765,0.007158107
Phenyllactic acid,0.000274006,0.000359458,0.025365523,3.56992e-05,0.000350494,0.0,0.000188335,0.000426294,0.016104972,0.008842955,0.027936843,0.05960786,0.000420988,0.034642808,0.005157141,0.003086511,0.04673179,0.000894167,0.002439199,0.007615986
Phosphocholine,0.023666781,0.026362402,0.056896146,0.02082919,0.04944988,0.019881783,0.019595089,0.114274567,0.134672894,0.0420854,0.00610874,0.00315065,0.032310035,0.003297223,0.044681285,0.033901684,0.005427372,0.055686202,0.024367918,0.002508875
Phytosphingosine-1-P,0.001307789,0.000717992,0.000748945,0.005953991,0.001601119,0.000662972,0.000868363,0.001406063,0.001518001,0.001315205,0.001109393,0.002083754,0.000689939,0.004103023,0.000650767,0.000840863,0.002588217,0.001354167,0.000705174,0.002367651
Phytyl diphosphate,0.002050775,0.024903315,0.034625522,0.00324282,0.003128239,0.001480755,0.004667002,0.001674578,0.005742104,0.025930187,0.001004123,0.041848139,0.000581126,0.023465336,0.021341199,0.00113448,0.038626231,0.011593475,0.008126195,0.012569576
Piclamilast,0.107652808,0.035371882,0.044434586,0.010131171,0.070079755,0.066429066,0.030001121,0.062419094,0.141482563,0.065544428,0.011153178,0.003493998,0.253275691,0.028592375,0.0124042,0.009783111,0.016554483,0.394328948,0.029376188,0.071328963
Piperochromenoic acid,1.044149417,0.11948162,0.196324768,0.101095985,0.187913882,0.128199524,0.068713372,0.306511992,0.381640881,0.73699914,0.129563926,0.20216405,1.459158045,0.486055412,0.777204273,0.31951869,0.180120549,0.406332687,0.838989038,0.32820764
Piperolein B,0.00542025,0.001261883,0.004653972,0.003241503,0.006321855,0.003354,0.001759294,0.005192398,0.008356477,0.004532881,0.0,0.005027398,0.014592722,0.024695909,0.006578624,0.002345057,0.001956296,0.007071592,0.003195616,0.027748928
PnC(16:0/18:1(9Z)),0.095837241,0.010019215,0.017987605,0.018299799,0.049180189,0.017806359,0.02392194,0.024060021,0.040028818,0.030026849,0.017317801,0.014626549,0.033498458,0.015215927,0.05735001,0.024755753,0.067301989,0.028436654,0.05880258,0.009751686
Polidocanol,0.001982833,0.0010039,0.001201188,0.000841747,0.001726391,0.000975779,0.00062574,0.000893356,0.001008017,0.001489854,0.000930507,0.001968111,0.000890657,0.000883308,0.001820432,0.000627538,0.000852236,0.001673697,0.001057036,0.000409591
Pollinastanol,0.045056694,0.028786612,0.033768395,0.024357535,0.081873832,0.031460856,0.01339495,0.040804659,0.045578543,0.025021758,0.026760322,0.037720248,0.019551284,0.022342531,0.016744865,0.022355694,0.030359552,0.050969619,0.034392792,0.013294898
Pomiferin,0.000185282,0.000271388,0.000262167,0.000100497,0.00017933,0.000137237,3.82508e-05,0.000335444,0.000187551,0.001983769,0.005355349,0.006361057,0.000263695,0.005387573,0.000176038,0.002698864,0.005210464,0.004316172,0.000293368,0.002203117
Potassium acetate,0.345696683,0.391533825,0.176587844,0.153653102,0.549138233,0.312691343,0.161542575,0.756835995,0.609257431,0.459771195,0.085280635,0.150027544,0.32211422,0.074999404,0.060376049,0.086147365,0.148266555,0.740420712,0.551638167,0.082275938
Proanthocyanidin A2,0.003015636,0.002160484,0.002694225,0.002319494,0.003627698,0.001883452,0.001111617,0.002966858,0.003875498,0.003110473,0.001762073,0.00324476,0.002512575,0.001889813,0.00035591,0.001702213,0.002848871,0.003741326,0.002280623,0.001547561
Prolyl-Glutamine,0.000790205,0.003432499,0.0186887,0.001899334,0.001112256,0.001022609,0.001172656,0.001243137,0.007238543,0.00835399,0.024944327,0.018792966,0.003327698,0.00736171,0.019593221,0.013467156,0.057021211,0.012067489,0.00235382,0.002978426
Propylparaben,0.007782318,0.004384382,0.002906739,0.002866046,0.00592361,0.002098213,0.002293007,0.005762859,0.00446771,0.003098151,0.003835897,0.004836789,0.003667419,0.001849641,0.002207717,0.003771306,0.003664094,0.00613607,0.004882108,0.001716653
Prostaglandin E2,0.00435843,0.002639411,0.001412664,0.056562604,0.003804624,0.002143387,0.001194866,0.001444186,0.014638929,0.001368097,0.003554002,0.019855736,0.001526332,0.037585835,0.004375526,0.001304677,0.007240618,0.001592988,0.003547694,0.001856627
Protoporphyrin IX,0.004434727,0.001234241,0.001254761,0.000523017,0.001546776,0.000844906,0.025731297,0.001004241,0.001066165,0.024911965,0.022845176,0.001786619,0.000836829,0.010851581,0.00238957,0.001330833,0.077316987,0.001814114,0.002161425,0.055508769
Psychosine,0.008536131,0.00512939,0.006257499,0.005611716,0.009804695,0.005826033,0.002253588,0.005400301,0.008379161,0.005987902,0.002415868,0.007800294,0.004113919,0.002444302,0.002357471,0.002277729,0.004806953,0.007337007,0.005179013,0.001732082
Pyroglutamic acid,0.012589785,0.005610505,0.022359828,0.004620688,0.005951013,0.017953385,0.003475838,0.003907493,0.011979848,0.102778702,0.03316643,0.027776463,0.021145256,0.033150993,0.035329787,0.001380698,0.041815798,0.031388267,0.007838001,0.020697161
Quadranguloside,0.002034695,0.02088262,0.070605076,0.00555443,0.017757997,0.006605833,0.007380058,0.007890049,0.058394046,0.008185408,0.020059851,0.060985398,0.016491917,0.019785102,0.094402827,0.078306177,0.387178333,0.018386815,0.034754761,0.003621085
Quercetin-3-O-rhamnoside,0.007363921,0.002707238,0.003423805,0.003428305,0.006915174,0.003256037,0.002297759,0.004308745,0.006173826,0.010129526,0.0033656,0.003179282,0.004266578,0.001754703,0.001596043,0.003599474,0.005155196,0.00615826,0.006673451,0.002812658
Retinol acetate,0.035505003,0.008028299,0.015629227,0.002915407,0.008038258,0.001243591,0.003517908,0.003359259,0.012905022,0.039946788,0.242853945,0.083559286,0.007483233,0.208280958,0.107029749,0.075704924,0.055344523,0.017016054,0.021578124,0.21889035
Rifampicin [M+H]+,0.000258888,0.000686878,0.000473898,0.000316719,0.000287334,0.000319935,0.000225304,0.000440168,0.001625032,0.001268618,0.05371834,0.001638552,0.000425976,0.001844432,0.010110889,0.001312788,0.005263332,0.000311637,0.001523702,0.00951741
SM 12:0;2O/22:2,0.003944944,0.00967229,0.011175869,0.008938026,0.013172789,0.069477905,0.321725506,0.015826495,0.047110484,0.103066313,0.004182502,0.069215462,0.216505262,0.002019262,0.022259609,0.004208445,0.000687411,1.089879096,0.032665534,0.012562411
SM 17:1;2O/16:0,0.003250414,0.002680278,0.00237013,0.034222942,0.006739116,0.023047295,0.017586737,0.003437087,0.005478686,0.038349888,0.004265036,0.019003442,0.210762904,0.000971894,0.01217643,0.0075274,0.002488569,0.024341452,0.007607541,0.002687889
SM 17:1;2O/17:0,0.280956777,0.399505126,0.036186704,0.003136173,0.462551686,0.070002946,0.073924342,2.887848211,0.149846404,0.419117781,0.75110533,0.165795884,0.246120732,0.060762321,0.054744182,0.023846593,0.051864594,0.364855276,0.081818212,0.177657154
SM 18:1;2O/14:0,0.004456938,0.006203578,0.007376193,0.007933062,0.00889411,0.03530176,0.184287357,0.01105008,0.0308156,0.206497813,0.00870725,0.048138259,0.005668319,0.001524226,0.017686033,0.0092225,0.009584601,0.413122312,0.02746393,0.008344032
SM 23:0;2O/9:0,0.001474787,0.000511862,0.000750891,0.003254821,0.003888134,0.002482774,0.017499395,0.001034466,0.002780139,0.034429407,0.003949766,0.006468289,0.036749819,0.003028847,0.006458655,0.00167373,0.001205729,0.004474287,0.007638868,0.00181068
SM 28:0;2O/6:0,0.032013975,0.020197856,0.009080122,0.0,0.044755241,0.003148904,0.000399181,0.056263744,0.011075759,0.039177627,0.033524461,0.007788957,0.054353108,0.006724383,0.005566135,0.011826541,0.009512836,0.036144885,0.006659043,0.004966429
SM 34:1;3O,0.00168959,0.000981202,0.009207009,0.017415315,0.003952954,0.003288537,0.003656653,0.000798464,0.00451002,0.003155989,0.002175956,0.002851706,0.010278423,0.00233252,0.003091732,0.003415699,0.003491739,0.004339987,0.016584062,0.001950912
SM 9:0;2O/13:0,0.001351397,0.001742503,0.001637575,0.015540091,0.003348529,0.010987438,0.000319657,0.001511405,0.000142567,0.001992698,0.002090247,0.001405546,0.010659144,0.000936081,0.000946159,0.064109432,0.000622036,0.001669243,0.002138384,0.002083329
SM 9:0;2O/22:1,0.000275922,0.000468527,0.000392456,0.001718782,0.00034283,0.001017752,0.000356046,5.26426e-05,0.000185546,0.000646309,0.001501772,0.000315863,0.001294864,0.000575922,0.004885922,0.000628586,0.000618613,0.000237701,0.003927585,0.001096522
SM(d18:0/16:1(9Z)(OH)),0.000281906,0.000935392,0.00047991,0.001848224,0.000672104,0.006261981,0.000172352,0.000204109,0.000189934,0.000202064,0.001723094,0.000173971,0.00442125,0.000253062,0.000892641,0.0011699,0.00113445,0.000283122,0.003012774,0.000267897
SQDG 12:0_20:5,0.000916482,0.001230391,0.002445389,0.000776271,0.000802734,0.00084404,0.000476545,0.000571014,0.002506707,0.002765656,0.005630208,0.015651895,0.001354229,0.004493668,0.006099299,0.003070848,0.005759233,0.0023164,0.001354438,0.012436359
SQDG 18:0_16:1,0.0,0.023042232,0.009381522,0.048495847,0.015019301,0.019047331,0.002105268,0.002406817,0.0,0.0,0.00905275,0.004519396,0.02419622,0.087150731,0.00422698,0.038942181,0.005748479,0.003274231,0.012965154,0.002491837
SQDG 29:4,0.000309538,3.25781e-05,0.000111835,7.15749e-05,6.31987e-05,0.0,1.74307e-05,4.99861e-05,0.000503849,0.002649372,0.021696519,0.029751311,7.99259e-05,0.008951548,0.0031924,0.000290544,0.001042285,0.008760341,4.40236e-05,0.016044139
SQDG 31:5,0.000817309,0.002652391,0.007723153,0.001105577,0.000335248,0.001196543,0.000534891,0.000756645,0.001906075,0.001860708,0.019005372,0.008070999,0.000433987,0.003666581,0.003938612,0.001402014,0.004779722,0.002196823,0.001230332,0.008500577
ST 24:1;O4;G,0.000712017,0.000827758,0.000908555,0.000516502,0.000303382,0.000516767,0.00058168,0.000150681,0.002899829,0.000347405,0.004069598,0.002886165,0.000493981,0.004366411,0.000927762,0.000478485,0.001863098,0.001275819,0.000428639,0.00442637
Saccharin,0.001403217,0.010062993,0.000106058,0.000274003,0.000647695,0.000482192,0.00949414,0.002645786,0.000360124,0.000313182,9.90669e-05,0.000111842,0.000650156,0.0,0.001109034,6.05835e-05,9.08866e-05,0.001187272,0.000251844,0.001696558
Saponin,0.000177577,0.00217122,0.00133373,0.000147407,0.000268893,0.000689843,0.000467849,0.000941652,0.001028756,0.000240674,0.000464285,0.001656581,6.04804e-05,0.000700081,0.00063569,6.64422e-05,0.000215018,0.005070858,0.002046395,0.004520689
Scolymoside,0.000385341,0.000201704,0.000282707,0.000268388,0.000239651,7.98912e-05,6.70076e-05,0.000200454,0.000610758,0.000635897,0.000424402,0.000272765,0.000653119,0.001837414,9.52442e-05,0.092868979,0.000723084,0.000745618,8.73336e-05,0.000376912
Secoisolariciresinol diglucoside,0.040790022,0.036663533,0.012691086,0.022439084,0.040675179,0.056154856,0.009150247,0.02374333,0.042925958,0.018031545,0.00092815,0.01494591,0.040294321,0.005587982,0.003213987,0.013232155,0.004686122,0.105513161,0.035856983,0.002443932
Secoisotetrandrine,0.007118712,0.01174481,0.005489895,0.002335014,0.004284319,0.004456908,0.005426682,0.007336053,0.003747524,0.003497877,0.00785056,0.014244938,0.002346931,0.00600562,0.003494338,0.002258455,0.012808408,0.005551373,0.013322027,0.006407908
Seryllysine,0.000232381,0.000534947,0.000521159,0.0,6.15263e-05,0.000188574,0.00014739,0.000149495,0.00013933,0.00078312,0.000240128,0.001801468,8.05297e-05,0.001227789,0.003741932,0.004412866,0.005673258,0.000303159,0.000185907,0.001433839
Setmelanotide,0.001153731,0.000826653,0.000311261,0.000630888,0.000498403,0.000183561,0.000132959,5.63352e-05,0.001644978,0.00111445,0.000266322,0.007470488,0.0,0.001386517,0.002030786,0.000959316,0.000248646,0.007930594,0.001490555,0.001034754
Sialyllacto-N-tetraose a,0.00153956,0.009794075,0.006170722,0.000675614,0.002466601,0.001384601,0.0017289,0.000761188,0.00437291,0.003032317,0.010589933,0.000904653,0.005450943,0.016888244,0.091331081,0.173009282,0.103201466,0.005675821,0.004111105,0.000455251
Sialyllacto-N-tetraose c,0.001896032,0.007579374,0.006378255,0.000305758,0.002113321,0.001647493,0.00139273,0.000637542,0.002326643,0.002090246,0.009577764,0.001331305,0.003330773,0.017708742,0.071633403,0.172364978,0.097999337,0.003558898,0.00344573,0.000228758
Sodium tetradecyl sulfate,0.025346929,6.94478482,0.140300439,0.590100697,1.002612268,0.36847546,12.07192239,2.098511031,0.829040587,0.141323321,0.055066093,0.085232068,0.375382432,2.146484306,4.846623864,0.049991277,0.061170778,0.312541331,0.119744842,1.668306494
Sophoranone,0.109595402,0.083629124,0.068858035,0.031267663,0.07657004,0.046109095,0.034156391,0.119323806,0.067965029,0.068623976,0.048373405,0.09811936,0.073970821,0.041154357,0.039530667,0.024963533,0.071934341,0.135700291,0.043908902,0.017006069
Soyasaponin Bb,0.035748342,0.000246548,0.029029072,0.000332522,7.20493e-05,0.002054807,4.06107e-05,0.000279692,0.059403529,0.226760929,0.00087268,0.004580335,0.085096282,0.004404692,0.000801934,0.002877557,0.001671891,0.113532016,5.16297e-05,0.013863841
Spermidine,0.001114319,0.002149303,0.007770523,0.0,0.0,0.000604212,0.001663619,0.0,0.003656684,0.006104318,0.015836954,0.027882751,0.001162272,0.003546586,0.003533379,0.007246288,0.046317179,0.00344367,0.001329933,0.007130689
Sphinganine,0.004484219,0.00283021,0.003659951,0.002143807,0.003979055,0.003201616,0.001837811,0.004782208,0.005307811,0.004092308,0.002602838,0.004543934,0.00228678,0.00260136,0.002120075,0.001726591,0.002499688,0.006289574,0.002873408,0.002499927
Sphinganine CollisionEnergy:102040,0.008482932,0.006475463,0.005506118,0.006966118,0.012701336,0.006460401,0.002992729,0.007227324,0.006237987,0.006030964,0.003433875,0.007793287,0.00517088,0.004351446,0.003134639,0.002826595,0.004679574,0.010196743,0.006160445,0.002903919
Sphingosine-1-phosphate,0.003947447,0.000689502,0.001296017,0.002819382,0.000919738,0.001013107,0.002900335,0.000510419,0.001508451,0.008600834,0.00146984,0.001097107,0.001024952,0.001396355,0.010580235,0.009764264,0.008737519,0.000817123,0.003138157,0.004639943
Spisulosine,0.095598021,0.084101024,0.065453583,0.079512382,0.104344181,0.083698813,0.031931036,0.113939088,0.122331216,0.099648228,0.049512099,0.080963772,0.071231549,0.035069819,0.026735584,0.034144917,0.061131602,0.116522171,0.087343128,0.019264014
Styrene,0.009134181,0.006931713,0.004144018,0.003625646,0.0071866,0.004154796,0.002708034,0.00454014,0.008628371,0.008899844,0.028020436,0.011128877,0.002979795,0.003962217,0.003524314,0.003432712,0.01715395,0.008889931,0.007223332,0.003613853
Styrene oxide,0.001485845,0.003250767,0.005293497,0.000516965,0.001385417,0.000745606,0.000909804,0.001762761,0.003811129,0.004080804,0.030009687,0.020490312,0.001712814,0.009698801,0.005918921,0.005367193,0.014084408,0.006768861,0.003671396,0.003346944
Sugeonyl acetate,0.006689257,0.003860194,0.00403016,0.004192948,0.008427357,0.005819889,0.001778093,0.005944624,0.008156839,0.005730451,0.003676916,0.006661102,0.004046126,0.002866975,0.002446884,0.002208458,0.004929397,0.007619007,0.00598059,0.001812679
Sulfolithocholylglycine,0.001643945,0.000438396,0.000394202,9.86889e-05,0.000126101,0.000448347,0.000370431,0.000387192,0.000539365,0.001016473,0.000855661,0.015299572,0.000571138,0.001264052,0.000108462,0.000649449,0.002530433,0.000380348,0.000986944,0.006437801
TG(10:0/10:0/i-13:0),0.008684162,0.007727433,0.002750536,0.000452265,0.002958616,0.001629215,0.001782245,0.002063567,0.003605237,0.010206416,0.007205513,0.011199001,0.000230993,0.008231428,0.002991188,0.001000068,0.002883669,0.004984023,0.001936532,0.010326961
TG(18:0/24:0/O-18:0),0.000803345,0.000777857,0.000454742,0.0001821,0.000136254,0.00019742,0.000490621,5.47584e-05,0.000955778,0.006167909,0.010359983,0.024780311,7.73151e-05,0.00588624,0.017177741,0.001560971,0.005764822,0.005587526,0.001141705,0.011553659
TG(22:1(13Z)/20:2n6/O-18:0),0.002319373,0.001223223,0.00213773,0.000328714,0.006360827,0.005854861,0.004314545,0.003669364,0.043324402,0.005832724,0.007475328,0.064591825,0.039599753,0.038898423,0.000375748,0.036082109,0.000394405,0.01702219,0.010279357,0.012137433
"TG(22:1(13Z)/22:2(13Z,16Z)/O-18:0)",0.003358902,0.012728289,0.00113787,0.001078719,0.005038801,0.003714806,0.003487333,0.003934161,0.042876978,0.008644398,0.000256314,0.01143593,0.011666561,0.006982956,0.002313088,0.026765169,0.000931918,0.010657456,0.007035646,0.001860143
"TG(22:2(13Z,16Z)/22:2(13Z,16Z)/O-18:0)",0.010522164,0.020072696,0.002154826,0.004416883,0.014282605,0.008805182,0.010009245,0.011781018,0.051551376,0.021706052,0.000459569,0.037439702,0.035450733,0.026247234,0.000640115,0.029082248,0.001526658,0.047694545,0.048811795,0.003654068
