Species,A10,A11,A1,A20,A28,A29,A30,A6,A7,A9,B10,B1,B2,B3,B4,B5,B6,B7,B8,B9
Aggregatibacter species incertae sedis,0.0002512271,0.0,0.0009564387,0.0005099466,0.0016413972,0.0,0.0010850001,0.0003108879,0.0,0.0009932169,0.0001301042,0.0,0.0004393891,0.0,0.0002360989,0.0001405121,0.0,0.0043050981,0.0025332416,0.0
Erysipelotrichaceae species incertae sedis,0.0003279948,0.0033861729,0.0,0.0,0.0,0.0,0.0001319326,0.0,0.0,0.000816893,0.00065547,0.0,0.0006083674,0.001033733,0.0005146957,0.0010999088,0.0020997404,0.0026839388,0.0,0.0004380711
Granulicatella species incertae sedis,0.0024443679,0.00390676,0.0015669315,0.0032757265,0.001825199,0.0020029647,0.0033434839,0.0008469787,0.0124924011,0.0045335276,0.0013311956,0.0027172719,0.0026613022,0.0006182737,0.0029263998,0.0036097706,0.0008821681,0.0084351928,0.0011138892,0.0006311398
Streptococcus species incertae sedis,0.0003494592,0.0001352257,0.0040684012,0.0,0.0017687888,0.0,0.0008067027,0.0009132507,0.0006512654,0.0032360597,0.000669438,0.0003051022,0.0018873013,0.0,0.0,0.0004778179,0.0002639241,0.0,0.0,0.001400101
Lachnospiraceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002090565,0.0,0.0,0.0,0.0,0.0009397509,0.0,0.0,0.0,0.0022822939,0.0001505961,0.0,0.0,0.0
Aggregatibacter species incertae sedis,0.0001538513,0.0,0.0,0.0,0.0007009823,0.0,0.0005332379,0.0005794196,0.0,0.0,0.0,0.0,0.0006821089,0.0,0.0,0.000113351,4.81628e-05,0.0,0.0,0.0
Aggregatibacter species incertae sedis,0.0003250995,1.69263e-05,0.0013006516,0.0,0.0024685793,0.0,0.0011677584,0.0006031309,0.0004788716,0.0,0.0,0.0,0.0,0.0,0.0001413999,4.93184e-05,4.15645e-05,0.0,0.0,0.0
Aggregatibacter species incertae sedis,0.0,2.91258e-05,0.0008401744,0.0,0.0007773865,0.0,0.0024473051,0.0007886013,0.0,0.0005299087,0.0,0.0003669711,0.0005727976,0.0,0.0008745578,0.0002901848,6.99268e-05,0.0,0.0,0.0
Aggregatibacter species incertae sedis,0.0,0.0,0.0010971893,0.0,0.0014837527,0.0008169682,0.0011996812,0.0014492304,0.0,0.0,0.0002199615,0.0002843701,0.0009619902,0.0,0.0007095088,0.0002162382,2.1157e-05,0.0,0.0,0.0001166237
Aggregatibacter species incertae sedis,0.0,0.0,0.0004335505,0.0,0.0006506387,0.0,0.0006466595,0.0001870388,0.0046290735,0.000366449,0.0,0.0,0.0002061318,0.0,0.0002458501,0.0003245375,3.3188e-05,0.0,0.0,0.000108159
Aggregatibacter species incertae sedis,0.0001462948,0.0001092849,0.0009539573,0.0019593305,0.0021811398,0.0036593958,0.0022812948,0.0022316604,0.0,0.0,5.24958e-05,0.0007093324,0.000979126,0.0,0.0006870567,0.0001082714,7.59108e-05,0.0,0.0005922655,0.0
Aggregatibacter species incertae sedis,0.000330724,2.60046e-05,0.0,0.0,0.0008058771,0.0,0.0006939405,0.0005558555,0.0,0.0004993371,0.0,0.0,0.0013125127,0.0,0.0002599473,0.0001325219,0.0001858754,0.0,0.0008832481,0.0001166237
Aggregatibacter species incertae sedis,6.73016e-05,2.53894e-05,0.0,0.0022891219,0.0023422994,0.0,0.000447867,0.0001793541,0.0,0.0007902552,0.0,0.0,0.0002061318,0.0,0.0002373229,4.97965e-05,6.37846e-05,0.0,0.0,0.0
Veillonella species incertae sedis,8.12946e-05,5.29806e-05,0.0006534675,0.0,0.0,0.0,0.0,0.000191788,0.0,0.0,0.0010932564,0.0011120153,0.0,0.0,0.0,0.0,0.0001805578,0.0,0.0,0.0004991688
Aggregatibacter species incertae sedis,0.0,0.0,0.0,0.0,0.002132117,0.0030654069,0.0005601376,0.0001147866,0.0,0.0,0.0,0.0,0.0,0.0,0.0002237807,0.0001135199,2.00678e-05,0.0,0.0,0.0
Neisseria species incertae sedis,0.0002438326,0.0,0.0027545179,0.0026267852,0.0015020689,0.0036140667,0.0011519901,0.0010053826,0.0016775019,0.0017429381,0.0,0.0004431424,0.0040642319,0.0009558506,0.0022229292,0.0021071369,0.0002024902,0.0018722466,0.0011835936,0.0001473816
Mycoplasma species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003163798,0.0,0.0,0.0,0.0,0.0,8.67011e-05,0.0,0.0,0.0
Selenomonas species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0007355115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selenomonas species incertae sedis,0.0001744553,0.0,0.0,0.0007516901,0.0,0.0,0.0002944016,0.0002890922,0.0,0.0,0.0005081095,0.0002697828,0.0,0.0,0.0004636898,4.84303e-05,0.0001896899,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0036175366,0.0003218568,0.0012422064,0.0,0.0017622439,0.0,0.0007822758,0.0003800433,0.0028484277,0.0,0.0,0.0012099181,0.0,0.0,0.00022522,0.0080860199,0.0002250762,0.0,0.0007485148,0.0001286496
Streptococcus species incertae sedis,0.0010180988,0.0001020473,0.0011212248,0.0,0.0,0.0,0.0002434978,0.0001783512,0.0,0.0,0.0,0.0003941433,0.0006601053,0.0,0.0,0.0013101126,0.0002092876,0.0,0.0,0.0
Gammaproteobacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000386896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001540484,2.02793e-05,0.0,0.0,0.0
Peptoanaerobacter species incertae sedis,0.0006512922,0.0,0.0010349967,0.0,0.0,0.0,0.0002072119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neisseriaceae species incertae sedis,0.0001257627,3.54271e-05,0.0,0.0,0.0,0.0015495463,0.0,0.0,0.0,0.0,0.0,0.0,0.0005035703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moraxella species incertae sedis,0.005475833,0.0,0.0,0.0,0.0018171394,0.0,0.0,0.0,0.0,0.0018195638,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211204,0.0,0.0013741628,0.0
Campylobacter species incertae sedis,4.96819e-05,0.0,0.0,0.0012528697,0.0,0.0,0.0005210052,0.0,0.0,0.0003736047,0.0001510044,0.0,0.0,0.0,0.0003969977,8.2255e-05,0.0,0.0,0.0,0.0
Campylobacter species incertae sedis,5.12768e-05,0.0,0.0,0.0,0.0,0.0,0.0003884592,0.000250838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48205e-05,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000414707,0.0,0.0,0.0,0.0,3.26766e-05,9.42124e-05,0.0,0.0007468642,0.0002141592
Candidatus Saccharibacteria species incertae sedis,0.0002824236,0.0,0.0,0.0,0.0,0.0,0.0004070727,9.56004e-05,0.0,0.0,0.0007520126,0.0,0.0,0.0005574795,0.0004470361,0.0,0.0002574492,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0002757094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006652478,0.0,0.0,0.0,0.0003866258,0.0,0.0001247074,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0001717066,0.0,0.0,0.0005611208,0.0,0.0,0.0005386687,0.0,0.0,0.0,0.0003602846,0.0013157129,0.0,0.0,0.0002347215,0.0002839835,0.0003933348,0.0,0.0009766686,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004594644,0.0,0.0,0.0002717937,0.0003182072,0.0,0.0,0.0009336617,9.25084e-05,0.0002289926,0.0,0.0005015977,0.0
Candidatus Saccharibacteria species incertae sedis,9.14009e-05,0.0,0.0,0.0,0.0,0.0,0.0002334113,0.0005513573,0.0,0.0,0.0002083108,0.0,0.0,0.0,0.0001412059,0.0001217302,7.83082e-05,0.0015540524,0.0,0.0003588136
Candidatus Saccharibacteria species incertae sedis,0.0001259011,0.0,0.0021848331,0.0,0.0,0.0,0.0002180117,0.0002550567,0.0,0.0020807392,0.0046982764,0.0006753772,0.0,0.0,0.0001624671,0.0003580517,0.000434527,0.0,0.0011708765,0.0012505102
Candidatus Saccharibacteria species incertae sedis,7.70539e-05,0.0,0.0,0.0,0.0,0.0,0.0002295288,0.0001589097,0.0,0.0,0.0,0.0003859794,0.0,0.0,0.0,0.0001720236,0.0005223632,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0003803862,0.0002680673,0.0,0.0,0.0,0.0002884299,0.0,0.0,0.0,0.0001315038,0.0001451954,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0001072203,0.0,0.0,0.0,0.0,0.0,0.0005594529,0.0002168923,0.0,0.0010069733,0.0003072118,0.0,0.0,0.0,0.0,0.0,0.0,0.0018392673,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,8.58546e-05,0.0,0.0,0.0,0.0,0.0,0.0006928108,0.0,0.0,0.0009932169,0.0010634373,0.0,0.0012300324,0.0,0.0,0.0002732063,0.0002922441,0.002497829,0.0,0.0002853638
Candidatus Saccharibacteria species incertae sedis,0.0006031316,0.0,0.0015174268,0.0005756683,0.0,0.0,0.0004293238,0.0,0.0,0.0004487869,0.0070436943,0.0005614112,0.0,0.0,0.000381256,0.0002192602,0.000224823,0.004281573,0.0026921538,0.0013695068
Candidatus Saccharibacteria species incertae sedis,0.0001013644,0.0,0.0,0.0,0.0,0.0,0.0002401115,0.0,0.0,0.0,0.0,0.0002606552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,8.04152e-05,0.0,0.0,0.0,0.0,0.0,0.0004364705,0.0,0.0,0.0,0.0,0.0007612886,0.0,0.0,0.0002416412,0.0001473322,0.0002099684,0.0,0.0,0.0003633362
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002403735,9.56004e-05,0.0,0.0,0.0001587829,0.0002358496,0.0,0.0,0.000190628,0.0,6.33219e-05,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0001234004,0.0,0.0,0.0,0.0,0.0,0.0002799421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002812545,8.01123e-05,0.0003169245,0.0,0.0,0.0002814806
Candidatus Saccharibacteria species incertae sedis,9.04315e-05,1.34271e-05,0.0,0.0,0.0,0.0,0.000262045,0.0002855294,0.0,0.0,0.0002083108,0.0,0.0,0.0,0.0005369803,0.0,0.0001488642,0.0,0.0,0.0003662953
Candidatus Saccharibacteria species incertae sedis,9.23611e-05,0.0,0.0,0.0,0.0,0.0,0.0002901014,0.0002508412,0.0,0.0,0.0003250729,0.0008378203,0.0,0.0,0.0002965956,0.0001955457,0.0001329734,0.0,0.0,0.0005002041
Candidatus Saccharibacteria species incertae sedis,8.04152e-05,0.0,0.0,0.0006438719,0.0,0.0,0.0002199374,0.0,0.0,0.0,0.0,0.0002739551,0.0,0.0,0.0009336837,0.0,4.61142e-05,0.0017037737,0.0,0.0002931524
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002552054,0.000181275,0.0,0.0,0.0,0.0007007224,0.0,0.0,0.0,0.0002393004,0.0001027632,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002619077,0.0,0.0,0.0,0.0,0.0,5.60639e-05,0.0,0.0,0.0002167551
Candidatus Saccharibacteria species incertae sedis,0.0001296004,0.0,0.0,0.0006781204,0.0,0.0,0.0010710613,0.0010815022,0.0,0.0,0.0009372959,0.000299052,0.0006196933,0.0004392846,0.000521651,0.0,0.0003391217,0.0009440095,0.0004757543,0.0013934328
Candidatus Saccharibacteria species incertae sedis,5.6508e-05,0.0,0.0008276857,0.0,0.0,0.0,0.0004643655,0.0,0.0,0.0,0.0005877592,0.0003059865,0.0,0.0,0.0,0.0,0.0002430634,0.0,0.0,0.0008738515
Candidatus Saccharibacteria species incertae sedis,0.0001352485,0.0,0.0004470606,0.0011912436,0.0,0.0,0.000352062,0.0004541816,0.0,0.0,0.0003680547,0.0002246071,0.0,0.0,0.000165497,0.0,0.0001157338,0.0,0.0,0.0011818935
Candidatus Saccharibacteria species incertae sedis,5.6508e-05,0.0,0.0,0.0,0.0,0.0,0.0002380136,0.0002515653,0.0,0.0,0.0004440428,0.0002508,0.0,0.0,0.0002916123,0.0,0.0003030408,0.0,0.0,0.0008140705
Candidatus Saccharibacteria species incertae sedis,9.81019e-05,0.0,0.0007915423,0.0,0.0,0.0,0.0003747448,0.0003902645,0.0,0.0,0.0005778676,0.0003940159,0.0,0.0,0.0,0.0,0.0001243093,0.0,0.0,0.0005170784
Candidatus Saccharibacteria species incertae sedis,0.0001723762,0.0,0.0,0.0,0.0,0.0,0.0002506702,0.0003755509,0.0,0.0,0.0008697855,0.0,0.000410759,0.0,0.0,0.0,7.3744e-05,0.0,0.0,0.0004550996
Candidatus Saccharibacteria species incertae sedis,0.0001220903,3.56532e-05,0.0006715421,0.0,0.0,0.0,0.0003428323,0.0001411631,0.0,0.0,0.0008779959,0.0,0.0,0.0,0.0,0.0,0.0002933847,0.0,0.0,0.0009097047
Candidatus Saccharibacteria species incertae sedis,0.0,9.81175e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006905142,0.0,0.0002462627,0.0002613988,0.0,0.0006671496,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.000370992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007850332,0.0,0.0001387568,0.0001590336,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001064405,0.0,0.0,0.0,0.0,0.0,0.0,0.0017312189,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0011845048,0.0,0.0,0.0,0.0,0.0001326322,0.0,0.0,0.0,0.0,0.0,0.0,0.0013590375,0.0,0.0002502643,0.0002711232,0.0008317706,0.0013588433,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0001752588,0.0,0.0,0.0,0.0,0.0002236572,0.0,0.0,0.0,0.0,0.0,0.0,0.0015453873,0.0,0.0010126626,6.79485e-05,0.001609695,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0008809379,0.0,0.0,0.0,0.0,0.0003474541,0.0001598715,0.0,0.0,0.0,0.0,0.0,0.0004383519,0.0,0.0001195402,0.000185592,0.0018507852,0.0003335748,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0002576423,0.0,0.0,0.0,0.0,0.0,0.0001089436,0.0,0.0,0.0,0.0,0.0,0.0029543251,0.0,0.0003009685,0.0001432042,0.0006293396,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0002175147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003064215,0.0001006023,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.000196644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002121862,0.0001964592,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0001660244,0.0,0.0,0.0,0.0,0.0,7.39651e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004147213,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.000187605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006945145,0.0,0.0004799721,6.06671e-05,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005003488,0.0,0.0,0.0001052677,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001825248,0.0,0.0,0.0,0.0,0.0002399438,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006896364,0.0,0.0,0.0002527533
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96339e-05,0.0,0.0,0.0005960765
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48328e-05,0.0,0.0,0.0,0.0,0.0,3.7508e-05,0.0,0.0,0.0
Synergistaceae species incertae sedis,7.48383e-05,0.0,0.0016868761,0.0008850959,0.0,0.0036936429,0.0006304432,0.0002920835,0.0,0.0,0.0018765454,0.0010458975,0.000763037,0.0020455566,0.0,0.0,0.0002101343,0.0025092359,0.0018178708,0.0023034821
Candidatus Saccharibacteria species incertae sedis,9.29243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83707e-05,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001790481,0.0,0.0,0.0,0.0,0.0,4.81071e-05,0.0,0.0,0.0
Campylobacter species incertae sedis,8.80262e-05,0.0,0.0,0.0,0.0,0.0,0.0001087223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.70384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0007472678,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0004700233,0.0,0.0,0.0,0.0,0.0,0.0003505076,0.0003748399,0.0,0.0,0.0,0.0004942859,0.0,0.0,0.0,0.0,0.0022258913,0.0,0.0,0.0
Bacteria species incertae sedis,0.001807977,0.0,0.0,0.0,0.0,0.0,0.000681631,0.0001527317,0.0013339172,0.0017211651,0.0,0.0,0.0,0.0,0.0,0.0,0.0014226703,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0004048967,0.0001051691,0.0,0.0,0.0002158048,0.0,0.0,0.0,0.0002958021,0.0,0.0,0.0,0.0004702478,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003100576,0.0,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,6.88005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2087e-05,8.71455e-05,0.0,0.0,0.0001490191
Candidatus Saccharibacteria species incertae sedis,0.0003109711,0.0,0.0,0.0029516559,0.0,0.0014436972,0.0004598553,0.0001962919,0.0,0.0,0.0005225791,0.000614803,0.0007540902,0.0,0.0010025578,0.0,0.0004744747,0.0029792834,0.0,0.0003031502
Actinomyces species incertae sedis,0.0003345398,0.0123886393,0.0,0.0007837183,0.0007630582,0.0,0.000278648,0.0003295327,0.0,0.0,0.0006967123,0.0003823664,0.0,0.0005760994,0.0006122117,0.0007832965,0.0004571865,0.0043670655,0.0,0.0002926645
Streptococcus species incertae sedis,0.0001243044,7.2247e-05,0.0005596184,0.0,0.0,0.0,0.0,0.0011013809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00307e-05,0.0001010282,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0004620181,0.0010685926,0.0,0.0,0.0020688512,0.0,0.0005759543,0.0003789964,0.000836217,0.0007208267,0.0007545901,0.0008007348,0.0005397984,0.0,0.0005916042,0.0006064183,0.0004796974,0.0,0.0010925557,0.0
Veillonella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017121719,0.0,0.0,0.0,0.00067815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atopobium species incertae sedis,0.0,0.0001957596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002709392,0.0,0.0003016223,0.0004292295,0.0,0.0008329267,0.0007271558
Haemophilus species incertae sedis,0.0026345398,3.39899e-05,0.0,0.0015038947,0.0036724401,0.0,0.0007186332,0.0029409267,0.006704203,0.0,0.0002312796,0.0020301029,0.0012647702,0.0,0.0007310221,0.0001806438,0.0003245125,0.0,0.0012850876,0.0
Streptococcus species incertae sedis,6.38411e-05,0.000266307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010601486,0.0,0.0,0.0,0.0031564233,0.0002050482,0.0002499585,0.0,0.0,0.0007122503
Haemophilus species incertae sedis,0.0003021565,0.0,0.0007766209,0.0008597367,0.0015685703,0.0,0.0004220126,0.0008409413,0.0022876796,0.0008453893,0.0,0.0013097438,0.0017946806,0.0,0.0006550672,0.0006177578,5.84454e-05,0.0,0.0,0.0
Veillonella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001146226,0.0005514682,0.0003095758,0.0,0.0,0.0,0.0,5.62291e-05,0.0,0.0,0.0003483564
Candidatus Saccharibacteria species incertae sedis,0.0011523605,0.0021998533,0.0014822507,0.0,0.0,0.0,0.0012011823,0.0002079527,0.0,0.0026615681,0.0002851579,0.0011643237,0.0021682075,0.0009974094,0.0,0.0007768,0.0031422013,0.0,0.0,0.000711214
Atopobium species incertae sedis,0.0,4.45665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aggregatibacter species incertae sedis,0.0,0.0,0.0012843717,0.0,0.0030390579,0.0015327034,0.0004672213,0.0001029512,0.0,0.0003144614,0.0,0.0006884697,0.0,0.0,0.0,0.0,1.78542e-05,0.0,0.001883171,0.0
Haemophilus species incertae sedis,0.0069354404,0.0,0.0,0.0,0.0066656389,0.0,0.0031071482,0.0033121288,0.008830308,0.0,0.0,0.0073160535,0.0014890115,0.0,0.0014826624,0.000245411,0.0004234825,0.0,0.0028402155,0.0
Streptococcus species incertae sedis,0.0,4.42138e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6621e-05,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48295e-05,0.0,0.0,0.0
Veillonella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036573524
Haemophilus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0001531566,0.0,0.0,0.0,0.0,0.0,0.0005624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haemophilus species incertae sedis,0.0002851085,0.0,0.0,0.0029394153,0.0024774796,0.0020555206,0.0007819519,0.0017729079,0.0008069615,0.0,0.0,0.0010482345,0.0006979719,0.0,0.0008773221,0.0005612914,7.87629e-05,0.0,0.0013910587,0.0
Actinomyces species incertae sedis,9.24109e-05,0.0005020456,0.0,0.0,0.0,0.0,9.90887e-05,0.0,0.0,0.0,0.0001115824,0.0,0.0,0.0,0.0,0.0,0.0001587828,0.0,0.0,0.0
Actinomyces species incertae sedis,0.0,0.000513788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001761129,0.0,0.0,0.0,0.0,6.51747e-05,4.39456e-05,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0005981538,0.0049220962,0.0,0.0,0.0,0.0,0.0005991997,0.0,0.0,0.0010097705,0.0,0.0,0.0004490493,0.0012214378,0.0,0.0002255521,0.0011648579,0.0,0.0,0.00046389
Atopobium species incertae sedis,0.0001023695,0.0015082381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003668303,0.0,0.0005554429,0.0,0.0,0.0001909822,0.0002416201,0.0,0.0,0.0010236361
Gemella species incertae sedis,8.63383e-05,0.0005152606,0.0027092256,0.0017853819,0.0008749511,0.0,0.0001685045,0.001562339,0.0,0.0,0.0008497198,0.000984902,0.00041302,0.0,0.0,0.0022418997,0.0001782296,0.0,0.0,0.0005491471
Granulicatella species incertae sedis,0.0022049853,0.0010022131,0.0031073429,0.0,0.0007201852,0.0020946049,0.0003627655,0.001113735,0.0029871413,0.0014902707,0.0004553296,0.0010556496,0.0010547808,0.0,0.0013946068,0.0015184871,0.0008684284,0.0,0.0012696692,0.0019900923
Streptococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111826036,0.0,7.15642e-05,6.22993e-05,0.0,0.0,0.0002047591
Capnocytophaga species incertae sedis,3.80577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000177359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.00032897,0.0003907979,0.0,0.0,0.0006969346,0.0,0.0001962452,0.0016469029,0.0004907585,0.0,0.000420583,0.0,0.0075366938,0.0,0.0,0.0002269747,0.0004052369,0.0023250085,0.0028149709,0.0009511859
Streptococcus species incertae sedis,0.0,0.000267659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000109695,0.0001230448,0.0,0.0,0.0
Actinomyces species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0926e-05,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0001493426,0.0003030534,0.0018731441,0.0,0.0035466021,0.0,0.0005628892,0.0,0.0051853025,0.0020068426,0.000691475,0.0018653924,0.001389481,0.0,0.0002541707,0.0002843789,0.000478653,0.0098325065,0.0047159141,0.000774728
Streptococcus species incertae sedis,0.0006926198,0.000529676,0.0,0.0,0.0008100909,0.0,0.0003414909,0.0003252039,0.0008373807,0.0006963934,0.0001839337,0.0007733042,0.0005397984,0.0,0.0012677233,0.000822864,0.0002818246,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000181643,0.0,0.0,0.0,0.0,0.0,8.105e-05,0.0,0.0,0.0
Prevotella species incertae sedis,0.0,0.000149283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003492878,0.0,0.0,0.0,0.0001976329,0.0,0.0,0.0,0.0
Prevotella species incertae sedis,8.54294e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.20865e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella species incertae sedis,0.0,0.0,0.002030504,0.0,0.0013827901,0.0,0.0,0.0010882136,0.0,0.0091981842,0.0154069264,0.0052776377,0.0006310159,0.0,0.0,5.42135e-05,0.0019341338,0.0034365257,0.0119487994,0.0
